/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_0.dat 2743.872314
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_1.dat 2326.988281
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_2.dat 2290.397461
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_3.dat 2234.215820
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_4.dat 1891.368042
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_5.dat 1758.544434
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_6.dat 1684.420410
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_7.dat 1629.596313
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_8.dat 1627.041992
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_9.dat 1566.890381
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_10.dat 1539.789673
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_11.dat 1497.066772
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_12.dat 1247.392578
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_13.dat 964.310242
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_14.dat 425.179840
/home/edujire/MobileRobotSimulator_2/catkin_ws/src/simulator/src/genetic_behaviors/data/avoid_mdp_old_15.dat 258.500916
