6
4.71 0.8 .15 0.1 .15
3.14 0.8 .75 0.1 .45
3.14 .65 .15 0.1 .75
0.00 0.8 .15 0.1 .15
1.57 0.8 .75 0.1 .45
4.71 .65 .15 0.1 .75
